"Source Name",URL,"Date Accessed","Referrer URL",Title,"Program Name",Domain,"Data Source"
places.sqlite,"https://en.softonic.com/download/baidu-antivirus/windows/post-download?sl=1&ext=1","2019-01-29 09:16:42 NZDT","https://baidu-antivirus.en.softonic.com/download","Download Baidu Antivirus 5.4.3.131778 - free - latest version","FireFox Analyzer",softonic.com,Narcos-2.001
places.sqlite,"https://en.softonic.com/download/baidu-antivirus/windows/post-download","2019-01-29 09:17:07 NZDT","https://baidu-antivirus.en.softonic.com/download","Download Baidu Antivirus 5.4.3.131778 - free - latest version","FireFox Analyzer",softonic.com,Narcos-2.001
places.sqlite,"https://gsf-fl.softonic.com/f4a/a2a/6c643eae20e8ef11337d897e7bb0355622/BavPro_Setup_Mini_C1.exe?Expires=1548749775&Signature=0dc98c4569c795c4d1a7e4ef2b7d0f4f1a9ae6e6&SD_used=&channel=WEB&fdh=no&id_file=97f6610c-96d0-11e6-a0ca-00163ed833e7&instance=softonic_en&type=PROGRAM&url=https://baidu-antivirus.en.softonic.com&Filename=BavPro_Setup_Mini_C1.exe","2019-01-29 09:17:24 NZDT","https://en.softonic.com/download/baidu-antivirus/windows/post-download",BavPro_Setup_Mini_C1.exe,"FireFox Analyzer",softonic.com,Narcos-2.001
places.sqlite,"https://www.google.com/search?client=firefox-b-ab&q=openoffice","2019-01-29 09:18:29 NZDT",,"openoffice - Google Search","FireFox Analyzer",google.com,Narcos-2.001
places.sqlite,"https://www.openoffice.org/download/","2019-01-29 09:19:55 NZDT",,"Apache OpenOffice - Official Download","FireFox Analyzer",openoffice.org,Narcos-2.001
places.sqlite,"https://sourceforge.net/projects/openofficeorg.mirror/files/4.1.6/binaries/en-US/Apache_OpenOffice_4.1.6_Win_x86_install_en-US.exe/download","2019-01-29 09:20:09 NZDT","https://www.openoffice.org/download/","Download Apache OpenOffice from SourceForge.net","FireFox Analyzer",sourceforge.net,Narcos-2.001
places.sqlite,"https://cytranet.dl.sourceforge.net/project/openofficeorg.mirror/4.1.6/binaries/en-US/Apache_OpenOffice_4.1.6_Win_x86_install_en-US.exe","2019-01-29 09:20:24 NZDT","https://sourceforge.net/projects/openofficeorg.mirror/files/4.1.6/binaries/en-US/Apache_OpenOffice_4.1.6_Win_x86_install_en-US.exe/download","Apache_OpenOffice_4.1.6_Win_x86_install_en-US.exe","FireFox Analyzer",sourceforge.net,Narcos-2.001
places.sqlite,"https://www.google.com/search?client=firefox-b-ab&q=discord","2019-01-29 09:20:46 NZDT",,"discord - Google Search","FireFox Analyzer",google.com,Narcos-2.001
places.sqlite,https://discordapp.com/,"2019-01-29 09:20:48 NZDT",,"Discord - Free Voice and Text Chat for Gamers","FireFox Analyzer",discordapp.com,Narcos-2.001
places.sqlite,"https://dl.discordapp.net/apps/win/0.0.304/DiscordSetup.exe","2019-01-29 09:21:01 NZDT",https://discordapp.com/,DiscordSetup.exe,"FireFox Analyzer",discordapp.net,Narcos-2.001
places.sqlite,"https://www.youtube.com/watch?v=vujOmh0zPh0","2019-01-29 09:29:16 NZDT","https://www.youtube.com/watch?v=hLR7jsxZNRs","Pablo Escobar: the King of Cocaine (full documentary) - YouTube","FireFox Analyzer",youtube.com,Narcos-2.001
places.sqlite,"https://www.google.com/search?client=firefox-b&q=encryption+methods+youtube","2019-01-30 14:49:46 NZDT",,"encryption methods youtube - Google Search","FireFox Analyzer",google.com,Narcos-2.001
places.sqlite,"https://www.youtube.com/watch?v=tW-5dZPpqBM","2019-01-30 14:49:49 NZDT",,"encryption methods - YouTube","FireFox Analyzer",youtube.com,Narcos-2.001
places.sqlite,"https://www.youtube.com/watch?v=VUaxnqALUl4","2019-01-30 14:54:50 NZDT",,"Cryptographic Algorithms - YouTube","FireFox Analyzer",youtube.com,Narcos-2.001
places.sqlite,https://www.google.com/,"2019-01-31 14:59:31 NZDT",,Google,"FireFox Analyzer",google.com,Narcos-2.001
places.sqlite,"https://www.google.com/search?source=hp&ei=hVZSXPT0KYrorQGM6Yv4DA&q=drug+detector+dogs&btnK=Google+Search&oq=drug+detector+dogs&gs_l=psy-ab.3.0.0i10l10.4545.13902..14075...8.0..0.254.3324.0j10j7......0....1..gws-wiz.....0..0j0i131.c4xuURcbo7w","2019-01-31 14:59:46 NZDT",https://www.google.com/,"drug detector dogs - Google Search","FireFox Analyzer",google.com,Narcos-2.001
places.sqlite,"https://nz-detector-dogs.co.nz/?gclid=EAIaIQobChMI-oPvjPaW4AIVhxmPCh3Bmg5wEAAYASAAEgLVz_D_BwE","2019-01-31 14:59:50 NZDT","http://nz-detector-dogs.co.nz/?gclid=EAIaIQobChMI-oPvjPaW4AIVhxmPCh3Bmg5wEAAYASAAEgLVz_D_BwE","NZ's Leading Drug & Explosives Detector Dog Services | New Zealand Detector Dog Services Ltd","FireFox Analyzer",nz-detector-dogs.co.nz,Narcos-2.001
places.sqlite,"https://www.nzdetectordogs.co.nz/Our+Services/K9+Detection/Work+Places.html","2019-01-31 14:59:58 NZDT",,"NZ Detector Dogs - Specialist drug detection services for workplaces","FireFox Analyzer",nzdetectordogs.co.nz,Narcos-2.001
places.sqlite,"https://www.google.com/search?ei=lFZSXOOgG9qH9QO1x4rQCQ&q=body+packing&oq=body+packing&gs_l=psy-ab.3..0l8.25096.30232..30502...3.0..0.190.2202.0j13......0....1..gws-wiz.......0i71j0i67j0i131j0i131i67j0i10j0i3j0i13j0i13i30.qvI2SUQdOaE","2019-01-31 15:01:30 NZDT","https://www.google.com/search?source=hp&ei=hVZSXPT0KYrorQGM6Yv4DA&q=drug+detector+dogs&btnK=Google+Search&oq=drug+detector+dogs&gs_l=psy-ab.3.0.0i10l10.4545.13902..14075...8.0..0.254.3324.0j10j7......0....1..gws-wiz.....0..0j0i131.c4xuURcbo7w","body packing - Google Search","FireFox Analyzer",google.com,Narcos-2.001
places.sqlite,"https://www.nejm.org/doi/full/10.1056/NEJMra022719","2019-01-31 15:01:38 NZDT",,"Body Packing — The Internal Concealment of Illicit Drugs | NEJM","FireFox Analyzer",nejm.org,Narcos-2.001
places.sqlite,"https://www.nejm.org/doi/full/10.1056/NEJMra022719","2019-01-31 15:01:39 NZDT","https://www.nejm.org/doi/full/10.1056/NEJMra022719?cookieSet=1","Body Packing — The Internal Concealment of Illicit Drugs | NEJM","FireFox Analyzer",nejm.org,Narcos-2.001
places.sqlite,"https://www.uptodate.com/contents/internal-concealment-of-drugs-of-abuse-body-packing","2019-01-31 15:02:21 NZDT",,"Internal concealment of drugs of abuse (body packing) - UpToDate","FireFox Analyzer",uptodate.com,Narcos-2.001
places.sqlite,"https://radiopaedia.org/articles/body-packing-1","2019-01-31 15:04:07 NZDT",,"Body packing | Radiology Reference Article | Radiopaedia.org","FireFox Analyzer",radiopaedia.org,Narcos-2.001
places.sqlite,"https://en.wikipedia.org/wiki/Mule_(smuggling)","2019-01-31 15:04:26 NZDT",,"Mule (smuggling) - Wikipedia","FireFox Analyzer",wikipedia.org,Narcos-2.001
places.sqlite,"https://www.google.com/search?ei=_VZSXOXhD47frQHX5LT4Dw&q=suitcase+concealments&oq=suitcase+concealments&gs_l=psy-ab.3...3210.14356..14589...1.0..0.263.4310.0j14j8......0....1..gws-wiz.....0..0i71j0i131j0j0i67j0i131i67j0i22i30j0i22i10i30j33i160.RD6lfvULiD8","2019-01-31 15:04:44 NZDT","https://www.google.com/search?ei=lFZSXOOgG9qH9QO1x4rQCQ&q=body+packing&oq=body+packing&gs_l=psy-ab.3..0l8.25096.30232..30502...3.0..0.190.2202.0j13......0....1..gws-wiz.......0i71j0i67j0i131j0i131i67j0i10j0i3j0i13j0i13i30.qvI2SUQdOaE","suitcase concealments - Google Search","FireFox Analyzer",google.com,Narcos-2.001
places.sqlite,"https://open.bu.edu/handle/2144/23799","2019-01-31 15:04:50 NZDT",,"Suitcase concealment: an interdisciplinary analysis of the taphonomic processes and their effect on PMI estimation","FireFox Analyzer",bu.edu,Narcos-2.001
places.sqlite,"https://books.google.co.nz/books?id=vnSG4ZKVLTIC&pg=PA269&lpg=PA269&dq=suitcase+concealments&source=bl&ots=FWIvaNbLS1&sig=ACfU3U1Qvds-sGCqPCKogPp-yVXcj3in-g&hl=en&sa=X&ved=2ahUKEwjvmsOb95bgAhXbF3IKHfgmAyQQ6AEwCHoECAcQAQ","2019-01-31 15:05:10 NZDT","https://www.google.com/search?ei=_VZSXOXhD47frQHX5LT4Dw&q=suitcase+concealments&oq=suitcase+concealments&gs_l=psy-ab.3...3210.14356..14589...1.0..0.263.4310.0j14j8......0....1..gws-wiz.....0..0i71j0i131j0j0i67j0i131i67j0i22i30j0i22i10i30j33i160.RD6lfvULiD8","The Practice Of Crime Scene Investigation - Google Books","FireFox Analyzer",google.co.nz,Narcos-2.001
places.sqlite,"https://books.google.co.nz/books?id=vnSG4ZKVLTIC&pg=PA269&lpg=PA269&dq=suitcase+concealments&source=bl&ots=FWIvaNbLS1&sig=ACfU3U1Qvds-sGCqPCKogPp-yVXcj3in-g&hl=en&sa=X&ved=2ahUKEwjvmsOb95bgAhXbF3IKHfgmAyQQ6AEwCHoECAcQAQ#v=onepage&q=suitcase%20concealments&f=false","2019-01-31 15:05:11 NZDT",,"The Practice Of Crime Scene Investigation - Google Books","FireFox Analyzer",google.co.nz,Narcos-2.001
places.sqlite,"https://books.google.co.nz/books?id=PBpIGWg5E8kC&pg=PT73&lpg=PT73&dq=suitcase+concealments&source=bl&ots=bEQUQr3_GP&sig=ACfU3U0AvNUtr1627AfR5KSmU9NVyuBSWw&hl=en&sa=X&ved=2ahUKEwjvmsOb95bgAhXbF3IKHfgmAyQQ6AEwDXoECAsQAQ","2019-01-31 15:05:21 NZDT","https://www.google.com/search?ei=_VZSXOXhD47frQHX5LT4Dw&q=suitcase+concealments&oq=suitcase+concealments&gs_l=psy-ab.3...3210.14356..14589...1.0..0.263.4310.0j14j8......0....1..gws-wiz.....0..0i71j0i131j0j0i67j0i131i67j0i22i30j0i22i10i30j33i160.RD6lfvULiD8","The Art of Concealment: The Life of Terence Rattigan - Giles Cole - Google Books","FireFox Analyzer",google.co.nz,Narcos-2.001
places.sqlite,"https://books.google.co.nz/books?id=PBpIGWg5E8kC&pg=PT73&lpg=PT73&dq=suitcase+concealments&source=bl&ots=bEQUQr3_GP&sig=ACfU3U0AvNUtr1627AfR5KSmU9NVyuBSWw&hl=en&sa=X&ved=2ahUKEwjvmsOb95bgAhXbF3IKHfgmAyQQ6AEwDXoECAsQAQ#v=onepage&q=suitcase%20concealments&f=false","2019-01-31 15:05:21 NZDT",,"The Art of Concealment: The Life of Terence Rattigan - Giles Cole - Google Books","FireFox Analyzer",google.co.nz,Narcos-2.001
places.sqlite,"https://www.elitesurvival.com/concealment-bags-packs/","2019-01-31 15:05:54 NZDT",,"Concealment Packs and Bags | CCW Bags | Elite Survival Systems","FireFox Analyzer",elitesurvival.com,Narcos-2.001
places.sqlite,"https://www.google.com/search?ei=v1dSXK-_KtuvyAP4zYygAg&q=suitcase+concealments+fro+drugs&oq=suitcase+concealments+fro+drugs&gs_l=psy-ab.3..33i10i160l2.4465.6103..6282...0.0..0.279.1819.0j6j3......0....1..gws-wiz.......0i71j33i160j33i21.jkPv5X8cwJQ","2019-01-31 15:06:09 NZDT","https://www.google.com/search?ei=_VZSXOXhD47frQHX5LT4Dw&q=suitcase+concealments&oq=suitcase+concealments&gs_l=psy-ab.3...3210.14356..14589...1.0..0.263.4310.0j14j8......0....1..gws-wiz.....0..0i71j0i131j0j0i67j0i131i67j0i22i30j0i22i10i30j33i160.RD6lfvULiD8","suitcase concealments fro drugs - Google Search","FireFox Analyzer",google.com,Narcos-2.001
places.sqlite,"https://www.businessinsider.com.au/drug-smugglers-methods-hiding-places-2017-4?r=US&IR=T","2019-01-31 15:06:13 NZDT","http://www.businessinsider.com.au/drug-smugglers-methods-hiding-places-2017-4?r=US&IR=T","Fake vegetables, bananas, drones, and pastries -- here are some of drugs smugglers' most bizarre methods | Business Insider","FireFox Analyzer",businessinsider.com.au,Narcos-2.001
places.sqlite,"https://www.businessinsider.com.au/drug-smugglers-methods-hiding-places-2017-4?r=US&IR=T#/#stuffed-chili-peppers-and-fake-carrots-1","2019-01-31 15:06:15 NZDT",,"Fake vegetables, bananas, drones, and pastries -- here are some of drugs smugglers' most bizarre methods | Business Insider","FireFox Analyzer",businessinsider.com.au,Narcos-2.001
places.sqlite,"https://www.dailymail.co.uk/news/article-2711652/Busted-Ingenious-failed-attempts-world-s-drug-dealers-outsmart-customs-using-fake-nappies-surfboards-bottles-Champagne.html","2019-01-31 15:06:57 NZDT",,"Ingenious drug smuggling attempts by the world's drug dealers | Daily Mail Online","FireFox Analyzer",dailymail.co.uk,Narcos-2.001
places.sqlite,"https://www.dailymail.co.uk/news/article-2711652/Busted-Ingenious-failed-attempts-world-s-drug-dealers-outsmart-customs-using-fake-nappies-surfboards-bottles-Champagne.html","2019-01-31 15:08:55 NZDT",,"Ingenious drug smuggling attempts by the world's drug dealers | Daily Mail Online","FireFox Analyzer",dailymail.co.uk,Narcos-2.001
places.sqlite,"https://www.popsci.com/science/article/2013-04/how-much-cocaine-can-you-fit-your-body","2019-01-31 15:10:21 NZDT",,"FYI: How Much Cocaine Can You Fit In Your, Ahem, Body? | Popular Science","FireFox Analyzer",popsci.com,Narcos-2.001
places.sqlite,"https://www.popsci.com/science/article/2013-04/how-much-cocaine-can-you-fit-your-body#page-2","2019-01-31 15:10:26 NZDT","https://www.popsci.com/science/article/2013-04/how-much-cocaine-can-you-fit-your-body","FYI: How Much Cocaine Can You Fit In Your, Ahem, Body? | Popular Science","FireFox Analyzer",popsci.com,Narcos-2.001
places.sqlite,"https://www.popsci.com/science/article/2013-04/how-much-cocaine-can-you-fit-your-body#page-3","2019-01-31 15:10:30 NZDT","https://www.popsci.com/science/article/2013-04/how-much-cocaine-can-you-fit-your-body#page-2","FYI: How Much Cocaine Can You Fit In Your, Ahem, Body? | Popular Science","FireFox Analyzer",popsci.com,Narcos-2.001
places.sqlite,"https://www.popsci.com/science/article/2013-04/how-much-cocaine-can-you-fit-your-body#page-4","2019-01-31 15:10:32 NZDT","https://www.popsci.com/science/article/2013-04/how-much-cocaine-can-you-fit-your-body#page-3","FYI: How Much Cocaine Can You Fit In Your, Ahem, Body? | Popular Science","FireFox Analyzer",popsci.com,Narcos-2.001
places.sqlite,"https://www.popsci.com/science/article/2013-04/how-much-cocaine-can-you-fit-your-body#page-6","2019-01-31 15:10:44 NZDT","https://www.popsci.com/science/article/2013-04/how-much-cocaine-can-you-fit-your-body#page-4","FYI: How Much Cocaine Can You Fit In Your, Ahem, Body? | Popular Science","FireFox Analyzer",popsci.com,Narcos-2.001
places.sqlite,"https://www.popsci.com/science/article/2013-04/how-much-cocaine-can-you-fit-your-body#page-7","2019-01-31 15:10:47 NZDT","https://www.popsci.com/science/article/2013-04/how-much-cocaine-can-you-fit-your-body#page-6","FYI: How Much Cocaine Can You Fit In Your, Ahem, Body? | Popular Science","FireFox Analyzer",popsci.com,Narcos-2.001
places.sqlite,"https://www.google.com/search?q=suitcase+concealments+for+drugs&tbm=isch&source=univ&sa=X&ved=2ahUKEwiNs_nD95bgAhXVdCsKHXxqBzAQsAR6BAgDEAE&biw=1916&bih=813","2019-01-31 15:12:25 NZDT","https://www.google.com/search?ei=v1dSXK-_KtuvyAP4zYygAg&q=suitcase+concealments+fro+drugs&oq=suitcase+concealments+fro+drugs&gs_l=psy-ab.3..33i10i160l2.4465.6103..6282...0.0..0.279.1819.0j6j3......0....1..gws-wiz.......0i71j33i160j33i21.jkPv5X8cwJQ","suitcase concealments for drugs - Google Search","FireFox Analyzer",google.com,Narcos-2.001
places.sqlite,"https://www.google.com/search?q=suitcase+concealments+for+drugs&source=lnms&tbm=isch&sa=X&ved=0ahUKEwiNs_nD95bgAhXVdCsKHXxqBzAQ_AUIDigB&biw=1916&bih=813","2019-01-31 15:12:48 NZDT","https://www.google.com/search?ei=v1dSXK-_KtuvyAP4zYygAg&q=suitcase+concealments+fro+drugs&oq=suitcase+concealments+fro+drugs&gs_l=psy-ab.3..33i10i160l2.4465.6103..6282...0.0..0.279.1819.0j6j3......0....1..gws-wiz.......0i71j33i160j33i21.jkPv5X8cwJQ","suitcase concealments for drugs - Google Search","FireFox Analyzer",google.com,Narcos-2.001
places.sqlite,"https://www.google.com/search?ei=FFhSXI3ZHNXprQH81J2AAw&q=new+zealand+wellington+&oq=new+zealand+wellington+&gs_l=psy-ab.3..0l10.1764.10258..27124...3.0..0.241.4689.0j23j3......0....1..gws-wiz.......0i71j0i131j0i67j0i131i67j0i10.CzjCZCqdiRc","2019-01-31 15:13:42 NZDT","https://www.google.com/search?ei=v1dSXK-_KtuvyAP4zYygAg&q=suitcase+concealments+fro+drugs&oq=suitcase+concealments+fro+drugs&gs_l=psy-ab.3..33i10i160l2.4465.6103..6282...0.0..0.279.1819.0j6j3......0....1..gws-wiz.......0i71j33i160j33i21.jkPv5X8cwJQ","new zealand wellington - Google Search","FireFox Analyzer",google.com,Narcos-2.001
places.sqlite,"https://www.google.com/search?q=new+zealand+wellington&source=lnms&tbm=isch&sa=X&ved=0ahUKEwj9l9yc-ZbgAhUVXysKHVwvC-8Q_AUIDigB&biw=1916&bih=813","2019-01-31 15:14:11 NZDT","https://www.google.com/search?ei=FFhSXI3ZHNXprQH81J2AAw&q=new+zealand+wellington+&oq=new+zealand+wellington+&gs_l=psy-ab.3..0l10.1764.10258..27124...3.0..0.241.4689.0j23j3......0....1..gws-wiz.......0i71j0i131j0i67j0i131i67j0i10.CzjCZCqdiRc","new zealand wellington - Google Search","FireFox Analyzer",google.com,Narcos-2.001
places.sqlite,"https://www.google.com/search?q=new+zealand+wellington&source=lnms&tbm=isch&sa=X&ved=0ahUKEwj9l9yc-ZbgAhUVXysKHVwvC-8Q_AUIDigB&biw=1916&bih=813#imgrc=8CZPaUiUmlVsjM:","2019-01-31 15:14:19 NZDT","https://www.google.com/search?q=new+zealand+wellington&source=lnms&tbm=isch&sa=X&ved=0ahUKEwj9l9yc-ZbgAhUVXysKHVwvC-8Q_AUIDigB&biw=1916&bih=813","new zealand wellington - Google Search","FireFox Analyzer",google.com,Narcos-2.001
places.sqlite,"https://en.wikipedia.org/wiki/Wellington","2019-01-31 15:14:37 NZDT",,"Wellington - Wikipedia","FireFox Analyzer",wikipedia.org,Narcos-2.001
places.sqlite,"https://www.google.com/search?ei=21lSXL2-BJW-rQHc3qz4Dg&q=flights+brisbane+to+WLG+return&oq=flights+brisbane+to+WLG+return&gs_l=psy-ab.3..33i160l2.5348.21431..22222...5.0..0.259.6142.0j27j6......0....1..gws-wiz.....0..0i71j0i67j0i131i67j0j0i131j33i22i29i30j0i22i30.vc6DbOS8Fv0","2019-01-31 15:15:43 NZDT","https://www.google.com/search?ei=FFhSXI3ZHNXprQH81J2AAw&q=new+zealand+wellington+&oq=new+zealand+wellington+&gs_l=psy-ab.3..0l10.1764.10258..27124...3.0..0.241.4689.0j23j3......0....1..gws-wiz.......0i71j0i131j0i67j0i131i67j0i10.CzjCZCqdiRc","flights brisbane to WLG return - Google Search","FireFox Analyzer",google.com,Narcos-2.001
places.sqlite,"https://www.google.com/flights?source=flun&lite=0&uitype=cuAA&tfs=CAEQAhoeEgoyMDE5LTAzLTAxagcIARIDQk5FcgcIARIDV0xHGh4SCjIwMTktMDMtMDlqBwgBEgNXTEdyBwgBEgNCTkU&sa=X&ved=2ahUKEwiM9LbW-ZbgAhXVfisKHZrxCuEQuRUwAHoECAAQAw","2019-01-31 15:15:57 NZDT","https://www.google.com/search?ei=21lSXL2-BJW-rQHc3qz4Dg&q=flights+brisbane+to+WLG+return&oq=flights+brisbane+to+WLG+return&gs_l=psy-ab.3..33i160l2.5348.21431..22222...5.0..0.259.6142.0j27j6......0....1..gws-wiz.....0..0i71j0i67j0i131i67j0j0i131j33i22i29i30j0i22i30.vc6DbOS8Fv0",Flights,"FireFox Analyzer",google.com,Narcos-2.001
places.sqlite,"https://www.google.com/flights?lite=0#flt=BNE.WLG.2019-03-01*WLG.BNE.2019-03-09;c:NZD;e:1;sd:1;t:f","2019-01-31 15:16:00 NZDT","https://www.google.com/flights?source=flun&lite=0&uitype=cuAA&tfs=CAEQAhoeEgoyMDE5LTAzLTAxagcIARIDQk5FcgcIARIDV0xHGh4SCjIwMTktMDMtMDlqBwgBEgNXTEdyBwgBEgNCTkU&sa=X&ved=2ahUKEwiM9LbW-ZbgAhXVfisKHZrxCuEQuRUwAHoECAAQAw",Flights,"FireFox Analyzer",google.com,Narcos-2.001
places.sqlite,"https://www.skyscanner.co.nz/routes/bne/wlg/brisbane-to-wellington.html","2019-01-31 15:16:27 NZDT",,"Get Cheap Flights from Brisbane to Wellington from $380. Cheap flight finder - Skyscanner NZ","FireFox Analyzer",skyscanner.co.nz,Narcos-2.001
places.sqlite,"https://www.lastminute.com.au/vc/flights/brisbane-bne-to-wellington-wlg/","2019-01-31 15:16:56 NZDT",,"Last Minute Brisbane to Wellington Flights - Cheap Airfares","FireFox Analyzer",lastminute.com.au,Narcos-2.001
places.sqlite,"https://www.lastminute.com.au/vc/flights/brisbane-bne-to-wellington-wlg/","2019-02-02 11:41:00 NZDT",,"Last Minute Brisbane to Wellington Flights - Cheap Airfares","FireFox Analyzer",lastminute.com.au,Narcos-2.001
places.sqlite,"https://www.google.com/search?client=firefox-b-ab&q=steganography","2019-02-01 10:25:52 NZDT",,"steganography - Google Search","FireFox Analyzer",google.com,Narcos-2.001
places.sqlite,"https://en.wikipedia.org/wiki/Steganography","2019-02-01 10:25:57 NZDT",,"Steganography - Wikipedia","FireFox Analyzer",wikipedia.org,Narcos-2.001
places.sqlite,"https://www.google.com/search?q=steganography&client=firefox-b-ab&source=lnms&tbm=isch&sa=X&ved=0ahUKEwi8zPrf-pjgAhXWXSsKHTG-AdIQ_AUIDigB&biw=1916&bih=813","2019-02-01 10:28:07 NZDT","https://www.google.com/search?client=firefox-b-ab&q=steganography","steganography - Google Search","FireFox Analyzer",google.com,Narcos-2.001
places.sqlite,"https://www.google.com/search?client=firefox-b-ab&ei=42dTXPzOPNa7rQGx_IaQDQ&q=steganography+image+download&oq=steganography+image+download&gs_l=psy-ab.3..0i22i30l5.57104.69030..69103...4.0..0.200.3052.0j17j1......0....1..gws-wiz.......0i71j0i67j0j0i13.jY9HywZue2s","2019-02-01 10:29:24 NZDT","https://www.google.com/search?client=firefox-b-ab&q=steganography","steganography image download - Google Search","FireFox Analyzer",google.com,Narcos-2.001
